"id","real_date","year","quarter","month","month_name","week_in_month","day_in_month","day_name","week_name"
"862","2009-05-11","2009","Q2","5","May","3","11","May 11","Week 3"
"863","2009-05-12","2009","Q2","5","May","3","12","May 12","Week 3"
"864","2009-05-13","2009","Q2","5","May","3","13","May 13","Week 3"
"865","2009-05-14","2009","Q2","5","May","3","14","May 14","Week 3"
"866","2009-05-15","2009","Q2","5","May","3","15","May 15","Week 3"
"867","2009-05-16","2009","Q2","5","May","3","16","May 16","Week 3"
"868","2009-05-17","2009","Q2","5","May","4","17","May 17","Week 4"
"869","2009-05-18","2009","Q2","5","May","4","18","May 18","Week 4"
"870","2009-05-19","2009","Q2","5","May","4","19","May 19","Week 4"
"871","2009-05-20","2009","Q2","5","May","4","20","May 20","Week 4"
"872","2009-05-21","2009","Q2","5","May","4","21","May 21","Week 4"
"873","2009-05-22","2009","Q2","5","May","4","22","May 22","Week 4"
"874","2009-05-23","2009","Q2","5","May","4","23","May 23","Week 4"
"875","2009-05-24","2009","Q2","5","May","5","24","May 24","Week 5"
"876","2009-05-25","2009","Q2","5","May","5","25","May 25","Week 5"
"877","2009-05-26","2009","Q2","5","May","5","26","May 26","Week 5"
"878","2009-05-27","2009","Q2","5","May","5","27","May 27","Week 5"
"879","2009-05-28","2009","Q2","5","May","5","28","May 28","Week 5"
"880","2009-05-29","2009","Q2","5","May","5","29","May 29","Week 5"
"881","2009-05-30","2009","Q2","5","May","5","30","May 30","Week 5"
"882","2009-05-31","2009","Q2","5","May","6","31","May 31","Week 6"
"883","2009-06-01","2009","Q2","6","Jun","1","1","Jun 1","Week 1"
"884","2009-06-02","2009","Q2","6","Jun","1","2","Jun 2","Week 1"
"885","2009-06-03","2009","Q2","6","Jun","1","3","Jun 3","Week 1"
"886","2009-06-04","2009","Q2","6","Jun","1","4","Jun 4","Week 1"
"887","2009-06-05","2009","Q2","6","Jun","1","5","Jun 5","Week 1"
"888","2009-06-06","2009","Q2","6","Jun","1","6","Jun 6","Week 1"
"889","2009-06-07","2009","Q2","6","Jun","2","7","Jun 7","Week 2"
"890","2009-06-08","2009","Q2","6","Jun","2","8","Jun 8","Week 2"
"891","2009-06-09","2009","Q2","6","Jun","2","9","Jun 9","Week 2"
"892","2009-06-10","2009","Q2","6","Jun","2","10","Jun 10","Week 2"
"893","2009-06-11","2009","Q2","6","Jun","2","11","Jun 11","Week 2"
"894","2009-06-12","2009","Q2","6","Jun","2","12","Jun 12","Week 2"
"895","2009-06-13","2009","Q2","6","Jun","2","13","Jun 13","Week 2"
"896","2009-06-14","2009","Q2","6","Jun","3","14","Jun 14","Week 3"
"897","2009-06-15","2009","Q2","6","Jun","3","15","Jun 15","Week 3"
"898","2009-06-16","2009","Q2","6","Jun","3","16","Jun 16","Week 3"
"899","2009-06-17","2009","Q2","6","Jun","3","17","Jun 17","Week 3"
"900","2009-06-18","2009","Q2","6","Jun","3","18","Jun 18","Week 3"
"901","2009-06-19","2009","Q2","6","Jun","3","19","Jun 19","Week 3"
"902","2009-06-20","2009","Q2","6","Jun","3","20","Jun 20","Week 3"
"903","2009-06-21","2009","Q2","6","Jun","4","21","Jun 21","Week 4"
"904","2009-06-22","2009","Q2","6","Jun","4","22","Jun 22","Week 4"
"905","2009-06-23","2009","Q2","6","Jun","4","23","Jun 23","Week 4"
"906","2009-06-24","2009","Q2","6","Jun","4","24","Jun 24","Week 4"
"907","2009-06-25","2009","Q2","6","Jun","4","25","Jun 25","Week 4"
"908","2009-06-26","2009","Q2","6","Jun","4","26","Jun 26","Week 4"
"909","2009-06-27","2009","Q2","6","Jun","4","27","Jun 27","Week 4"
"910","2009-06-28","2009","Q2","6","Jun","5","28","Jun 28","Week 5"
"911","2009-06-29","2009","Q2","6","Jun","5","29","Jun 29","Week 5"
"912","2009-06-30","2009","Q2","6","Jun","5","30","Jun 30","Week 5"
"913","2009-07-01","2009","Q3","7","Jul","1","1","Jul 1","Week 1"
"914","2009-07-02","2009","Q3","7","Jul","1","2","Jul 2","Week 1"
"915","2009-07-03","2009","Q3","7","Jul","1","3","Jul 3","Week 1"
"916","2009-07-04","2009","Q3","7","Jul","1","4","Jul 4","Week 1"
"917","2009-07-05","2009","Q3","7","Jul","2","5","Jul 5","Week 2"
"918","2009-07-06","2009","Q3","7","Jul","2","6","Jul 6","Week 2"
"919","2009-07-07","2009","Q3","7","Jul","2","7","Jul 7","Week 2"
"920","2009-07-08","2009","Q3","7","Jul","2","8","Jul 8","Week 2"
"921","2009-07-09","2009","Q3","7","Jul","2","9","Jul 9","Week 2"
"922","2009-07-10","2009","Q3","7","Jul","2","10","Jul 10","Week 2"
"923","2009-07-11","2009","Q3","7","Jul","2","11","Jul 11","Week 2"
"924","2009-07-12","2009","Q3","7","Jul","3","12","Jul 12","Week 3"
"925","2009-07-13","2009","Q3","7","Jul","3","13","Jul 13","Week 3"
"926","2009-07-14","2009","Q3","7","Jul","3","14","Jul 14","Week 3"
"927","2009-07-15","2009","Q3","7","Jul","3","15","Jul 15","Week 3"
"928","2009-07-16","2009","Q3","7","Jul","3","16","Jul 16","Week 3"
"929","2009-07-17","2009","Q3","7","Jul","3","17","Jul 17","Week 3"
"930","2009-07-18","2009","Q3","7","Jul","3","18","Jul 18","Week 3"
"931","2009-07-19","2009","Q3","7","Jul","4","19","Jul 19","Week 4"
"932","2009-07-20","2009","Q3","7","Jul","4","20","Jul 20","Week 4"
"933","2009-07-21","2009","Q3","7","Jul","4","21","Jul 21","Week 4"
"934","2009-07-22","2009","Q3","7","Jul","4","22","Jul 22","Week 4"
"935","2009-07-23","2009","Q3","7","Jul","4","23","Jul 23","Week 4"
"936","2009-07-24","2009","Q3","7","Jul","4","24","Jul 24","Week 4"
"937","2009-07-25","2009","Q3","7","Jul","4","25","Jul 25","Week 4"
"938","2009-07-26","2009","Q3","7","Jul","5","26","Jul 26","Week 5"
"939","2009-07-27","2009","Q3","7","Jul","5","27","Jul 27","Week 5"
"940","2009-07-28","2009","Q3","7","Jul","5","28","Jul 28","Week 5"
"941","2009-07-29","2009","Q3","7","Jul","5","29","Jul 29","Week 5"
"942","2009-07-30","2009","Q3","7","Jul","5","30","Jul 30","Week 5"
"943","2009-07-31","2009","Q3","7","Jul","5","31","Jul 31","Week 5"
"944","2009-08-01","2009","Q3","8","Aug","1","1","Aug 1","Week 1"
"945","2009-08-02","2009","Q3","8","Aug","2","2","Aug 2","Week 2"
"946","2009-08-03","2009","Q3","8","Aug","2","3","Aug 3","Week 2"
"947","2009-08-04","2009","Q3","8","Aug","2","4","Aug 4","Week 2"
"948","2009-08-05","2009","Q3","8","Aug","2","5","Aug 5","Week 2"
"949","2009-08-06","2009","Q3","8","Aug","2","6","Aug 6","Week 2"
"950","2009-08-07","2009","Q3","8","Aug","2","7","Aug 7","Week 2"
"951","2009-08-08","2009","Q3","8","Aug","2","8","Aug 8","Week 2"
"952","2009-08-09","2009","Q3","8","Aug","3","9","Aug 9","Week 3"
"953","2009-08-10","2009","Q3","8","Aug","3","10","Aug 10","Week 3"
"954","2009-08-11","2009","Q3","8","Aug","3","11","Aug 11","Week 3"
"955","2009-08-12","2009","Q3","8","Aug","3","12","Aug 12","Week 3"
"956","2009-08-13","2009","Q3","8","Aug","3","13","Aug 13","Week 3"
"957","2009-08-14","2009","Q3","8","Aug","3","14","Aug 14","Week 3"
"958","2009-08-15","2009","Q3","8","Aug","3","15","Aug 15","Week 3"
"959","2009-08-16","2009","Q3","8","Aug","4","16","Aug 16","Week 4"
"960","2009-08-17","2009","Q3","8","Aug","4","17","Aug 17","Week 4"
"961","2009-08-18","2009","Q3","8","Aug","4","18","Aug 18","Week 4"
"962","2009-08-19","2009","Q3","8","Aug","4","19","Aug 19","Week 4"
"963","2009-08-20","2009","Q3","8","Aug","4","20","Aug 20","Week 4"
"964","2009-08-21","2009","Q3","8","Aug","4","21","Aug 21","Week 4"
"965","2009-08-22","2009","Q3","8","Aug","4","22","Aug 22","Week 4"
"966","2009-08-23","2009","Q3","8","Aug","5","23","Aug 23","Week 5"
"967","2009-08-24","2009","Q3","8","Aug","5","24","Aug 24","Week 5"
"968","2009-08-25","2009","Q3","8","Aug","5","25","Aug 25","Week 5"
"969","2009-08-26","2009","Q3","8","Aug","5","26","Aug 26","Week 5"
"970","2009-08-27","2009","Q3","8","Aug","5","27","Aug 27","Week 5"
"971","2009-08-28","2009","Q3","8","Aug","5","28","Aug 28","Week 5"
"972","2009-08-29","2009","Q3","8","Aug","5","29","Aug 29","Week 5"
"973","2009-08-30","2009","Q3","8","Aug","6","30","Aug 30","Week 6"
"974","2009-08-31","2009","Q3","8","Aug","6","31","Aug 31","Week 6"
"975","2009-09-01","2009","Q3","9","Sep","1","1","Sep 1","Week 1"
"976","2009-09-02","2009","Q3","9","Sep","1","2","Sep 2","Week 1"
"977","2009-09-03","2009","Q3","9","Sep","1","3","Sep 3","Week 1"
"978","2009-09-04","2009","Q3","9","Sep","1","4","Sep 4","Week 1"
"979","2009-09-05","2009","Q3","9","Sep","1","5","Sep 5","Week 1"
"980","2009-09-06","2009","Q3","9","Sep","2","6","Sep 6","Week 2"
"981","2009-09-07","2009","Q3","9","Sep","2","7","Sep 7","Week 2"
"982","2009-09-08","2009","Q3","9","Sep","2","8","Sep 8","Week 2"
"983","2009-09-09","2009","Q3","9","Sep","2","9","Sep 9","Week 2"
"984","2009-09-10","2009","Q3","9","Sep","2","10","Sep 10","Week 2"
"985","2009-09-11","2009","Q3","9","Sep","2","11","Sep 11","Week 2"
"986","2009-09-12","2009","Q3","9","Sep","2","12","Sep 12","Week 2"
"987","2009-09-13","2009","Q3","9","Sep","3","13","Sep 13","Week 3"
"988","2009-09-14","2009","Q3","9","Sep","3","14","Sep 14","Week 3"
"989","2009-09-15","2009","Q3","9","Sep","3","15","Sep 15","Week 3"
"990","2009-09-16","2009","Q3","9","Sep","3","16","Sep 16","Week 3"
"991","2009-09-17","2009","Q3","9","Sep","3","17","Sep 17","Week 3"
"992","2009-09-18","2009","Q3","9","Sep","3","18","Sep 18","Week 3"
"993","2009-09-19","2009","Q3","9","Sep","3","19","Sep 19","Week 3"
"994","2009-09-20","2009","Q3","9","Sep","4","20","Sep 20","Week 4"
"995","2009-09-21","2009","Q3","9","Sep","4","21","Sep 21","Week 4"
"996","2009-09-22","2009","Q3","9","Sep","4","22","Sep 22","Week 4"
"997","2009-09-23","2009","Q3","9","Sep","4","23","Sep 23","Week 4"
"998","2009-09-24","2009","Q3","9","Sep","4","24","Sep 24","Week 4"
"999","2009-09-25","2009","Q3","9","Sep","4","25","Sep 25","Week 4"
"1000","2009-09-26","2009","Q3","9","Sep","4","26","Sep 26","Week 4"
"1001","2009-09-27","2009","Q3","9","Sep","5","27","Sep 27","Week 5"
"1002","2009-09-28","2009","Q3","9","Sep","5","28","Sep 28","Week 5"
"1003","2009-09-29","2009","Q3","9","Sep","5","29","Sep 29","Week 5"
"1004","2009-09-30","2009","Q3","9","Sep","5","30","Sep 30","Week 5"
"1005","2009-10-01","2009","Q4","10","Oct","1","1","Oct 1","Week 1"
"1006","2009-10-02","2009","Q4","10","Oct","1","2","Oct 2","Week 1"
"1007","2009-10-03","2009","Q4","10","Oct","1","3","Oct 3","Week 1"
"1008","2009-10-04","2009","Q4","10","Oct","2","4","Oct 4","Week 2"
"1009","2009-10-05","2009","Q4","10","Oct","2","5","Oct 5","Week 2"
"1010","2009-10-06","2009","Q4","10","Oct","2","6","Oct 6","Week 2"
"1011","2009-10-07","2009","Q4","10","Oct","2","7","Oct 7","Week 2"
"1012","2009-10-08","2009","Q4","10","Oct","2","8","Oct 8","Week 2"
"1013","2009-10-09","2009","Q4","10","Oct","2","9","Oct 9","Week 2"
"1014","2009-10-10","2009","Q4","10","Oct","2","10","Oct 10","Week 2"
"1015","2009-10-11","2009","Q4","10","Oct","3","11","Oct 11","Week 3"
"1016","2009-10-12","2009","Q4","10","Oct","3","12","Oct 12","Week 3"
"1017","2009-10-13","2009","Q4","10","Oct","3","13","Oct 13","Week 3"
"1018","2009-10-14","2009","Q4","10","Oct","3","14","Oct 14","Week 3"
"1019","2009-10-15","2009","Q4","10","Oct","3","15","Oct 15","Week 3"
"1020","2009-10-16","2009","Q4","10","Oct","3","16","Oct 16","Week 3"
"1021","2009-10-17","2009","Q4","10","Oct","3","17","Oct 17","Week 3"
"1022","2009-10-18","2009","Q4","10","Oct","4","18","Oct 18","Week 4"
"1023","2009-10-19","2009","Q4","10","Oct","4","19","Oct 19","Week 4"
"1024","2009-10-20","2009","Q4","10","Oct","4","20","Oct 20","Week 4"
"1025","2009-10-21","2009","Q4","10","Oct","4","21","Oct 21","Week 4"
"1026","2009-10-22","2009","Q4","10","Oct","4","22","Oct 22","Week 4"
"1027","2009-10-23","2009","Q4","10","Oct","4","23","Oct 23","Week 4"
"1028","2009-10-24","2009","Q4","10","Oct","4","24","Oct 24","Week 4"
"1029","2009-10-25","2009","Q4","10","Oct","5","25","Oct 25","Week 5"
"1030","2009-10-26","2009","Q4","10","Oct","5","26","Oct 26","Week 5"
"1031","2009-10-27","2009","Q4","10","Oct","5","27","Oct 27","Week 5"
"1032","2009-10-28","2009","Q4","10","Oct","5","28","Oct 28","Week 5"
"1033","2009-10-29","2009","Q4","10","Oct","5","29","Oct 29","Week 5"
"1034","2009-10-30","2009","Q4","10","Oct","5","30","Oct 30","Week 5"
"1035","2009-10-31","2009","Q4","10","Oct","5","31","Oct 31","Week 5"
"1036","2009-11-01","2009","Q4","11","Nov","1","1","Nov 1","Week 1"
"1037","2009-11-02","2009","Q4","11","Nov","1","2","Nov 2","Week 1"
"1038","2009-11-03","2009","Q4","11","Nov","1","3","Nov 3","Week 1"
"1039","2009-11-04","2009","Q4","11","Nov","1","4","Nov 4","Week 1"
"1040","2009-11-05","2009","Q4","11","Nov","1","5","Nov 5","Week 1"
"1041","2009-11-06","2009","Q4","11","Nov","1","6","Nov 6","Week 1"
"1042","2009-11-07","2009","Q4","11","Nov","1","7","Nov 7","Week 1"
"1043","2009-11-08","2009","Q4","11","Nov","2","8","Nov 8","Week 2"
"1044","2009-11-09","2009","Q4","11","Nov","2","9","Nov 9","Week 2"
"1045","2009-11-10","2009","Q4","11","Nov","2","10","Nov 10","Week 2"
"1046","2009-11-11","2009","Q4","11","Nov","2","11","Nov 11","Week 2"
"1047","2009-11-12","2009","Q4","11","Nov","2","12","Nov 12","Week 2"
"1048","2009-11-13","2009","Q4","11","Nov","2","13","Nov 13","Week 2"
"1049","2009-11-14","2009","Q4","11","Nov","2","14","Nov 14","Week 2"
"1050","2009-11-15","2009","Q4","11","Nov","3","15","Nov 15","Week 3"
"1051","2009-11-16","2009","Q4","11","Nov","3","16","Nov 16","Week 3"
"1052","2009-11-17","2009","Q4","11","Nov","3","17","Nov 17","Week 3"
"1053","2009-11-18","2009","Q4","11","Nov","3","18","Nov 18","Week 3"
"1054","2009-11-19","2009","Q4","11","Nov","3","19","Nov 19","Week 3"
"1055","2009-11-20","2009","Q4","11","Nov","3","20","Nov 20","Week 3"
"1056","2009-11-21","2009","Q4","11","Nov","3","21","Nov 21","Week 3"
"1057","2009-11-22","2009","Q4","11","Nov","4","22","Nov 22","Week 4"
"1058","2009-11-23","2009","Q4","11","Nov","4","23","Nov 23","Week 4"
"1059","2009-11-24","2009","Q4","11","Nov","4","24","Nov 24","Week 4"
"1060","2009-11-25","2009","Q4","11","Nov","4","25","Nov 25","Week 4"
"1061","2009-11-26","2009","Q4","11","Nov","4","26","Nov 26","Week 4"
"1062","2009-11-27","2009","Q4","11","Nov","4","27","Nov 27","Week 4"
"1063","2009-11-28","2009","Q4","11","Nov","4","28","Nov 28","Week 4"
"1064","2009-11-29","2009","Q4","11","Nov","5","29","Nov 29","Week 5"
"1065","2009-11-30","2009","Q4","11","Nov","5","30","Nov 30","Week 5"
"1066","2009-12-01","2009","Q4","12","Dec","1","1","Dec 1","Week 1"
"1067","2009-12-02","2009","Q4","12","Dec","1","2","Dec 2","Week 1"
"1068","2009-12-03","2009","Q4","12","Dec","1","3","Dec 3","Week 1"
"1069","2009-12-04","2009","Q4","12","Dec","1","4","Dec 4","Week 1"
"1070","2009-12-05","2009","Q4","12","Dec","1","5","Dec 5","Week 1"
"1071","2009-12-06","2009","Q4","12","Dec","2","6","Dec 6","Week 2"
"1072","2009-12-07","2009","Q4","12","Dec","2","7","Dec 7","Week 2"
"1073","2009-12-08","2009","Q4","12","Dec","2","8","Dec 8","Week 2"
"1074","2009-12-09","2009","Q4","12","Dec","2","9","Dec 9","Week 2"
"1075","2009-12-10","2009","Q4","12","Dec","2","10","Dec 10","Week 2"
"1076","2009-12-11","2009","Q4","12","Dec","2","11","Dec 11","Week 2"
"1077","2009-12-12","2009","Q4","12","Dec","2","12","Dec 12","Week 2"
"1078","2009-12-13","2009","Q4","12","Dec","3","13","Dec 13","Week 3"
"1079","2009-12-14","2009","Q4","12","Dec","3","14","Dec 14","Week 3"
"1080","2009-12-15","2009","Q4","12","Dec","3","15","Dec 15","Week 3"
"1081","2009-12-16","2009","Q4","12","Dec","3","16","Dec 16","Week 3"
"1082","2009-12-17","2009","Q4","12","Dec","3","17","Dec 17","Week 3"
"1083","2009-12-18","2009","Q4","12","Dec","3","18","Dec 18","Week 3"
"1084","2009-12-19","2009","Q4","12","Dec","3","19","Dec 19","Week 3"
"1085","2009-12-20","2009","Q4","12","Dec","4","20","Dec 20","Week 4"
"1086","2009-12-21","2009","Q4","12","Dec","4","21","Dec 21","Week 4"
"1087","2009-12-22","2009","Q4","12","Dec","4","22","Dec 22","Week 4"
"1088","2009-12-23","2009","Q4","12","Dec","4","23","Dec 23","Week 4"
"1089","2009-12-24","2009","Q4","12","Dec","4","24","Dec 24","Week 4"
"1090","2009-12-25","2009","Q4","12","Dec","4","25","Dec 25","Week 4"
"1091","2009-12-26","2009","Q4","12","Dec","4","26","Dec 26","Week 4"
"1092","2009-12-27","2009","Q4","12","Dec","5","27","Dec 27","Week 5"
"1093","2009-12-28","2009","Q4","12","Dec","5","28","Dec 28","Week 5"
"1094","2009-12-29","2009","Q4","12","Dec","5","29","Dec 29","Week 5"
"1095","2009-12-30","2009","Q4","12","Dec","5","30","Dec 30","Week 5"
"1096","2009-12-31","2009","Q4","12","Dec","5","31","Dec 31","Week 5"
"1097","2010-01-01","2010","Q1","1","Jan","1","1","Jan 1","Week 1"
"1098","2010-01-02","2010","Q1","1","Jan","1","2","Jan 2","Week 1"
"1099","2010-01-03","2010","Q1","1","Jan","2","3","Jan 3","Week 2"
"1100","2010-01-04","2010","Q1","1","Jan","2","4","Jan 4","Week 2"
"1101","2010-01-05","2010","Q1","1","Jan","2","5","Jan 5","Week 2"
"1102","2010-01-06","2010","Q1","1","Jan","2","6","Jan 6","Week 2"
"1103","2010-01-07","2010","Q1","1","Jan","2","7","Jan 7","Week 2"
"1104","2010-01-08","2010","Q1","1","Jan","2","8","Jan 8","Week 2"
"1105","2010-01-09","2010","Q1","1","Jan","2","9","Jan 9","Week 2"
"1106","2010-01-10","2010","Q1","1","Jan","3","10","Jan 10","Week 3"
"1107","2010-01-11","2010","Q1","1","Jan","3","11","Jan 11","Week 3"
"1108","2010-01-12","2010","Q1","1","Jan","3","12","Jan 12","Week 3"
"1109","2010-01-13","2010","Q1","1","Jan","3","13","Jan 13","Week 3"
"1110","2010-01-14","2010","Q1","1","Jan","3","14","Jan 14","Week 3"
"1111","2010-01-15","2010","Q1","1","Jan","3","15","Jan 15","Week 3"
"1112","2010-01-16","2010","Q1","1","Jan","3","16","Jan 16","Week 3"
"1113","2010-01-17","2010","Q1","1","Jan","4","17","Jan 17","Week 4"
"1114","2010-01-18","2010","Q1","1","Jan","4","18","Jan 18","Week 4"
"1115","2010-01-19","2010","Q1","1","Jan","4","19","Jan 19","Week 4"
"1116","2010-01-20","2010","Q1","1","Jan","4","20","Jan 20","Week 4"
"1117","2010-01-21","2010","Q1","1","Jan","4","21","Jan 21","Week 4"
"1118","2010-01-22","2010","Q1","1","Jan","4","22","Jan 22","Week 4"
"1119","2010-01-23","2010","Q1","1","Jan","4","23","Jan 23","Week 4"
"1120","2010-01-24","2010","Q1","1","Jan","5","24","Jan 24","Week 5"
"1121","2010-01-25","2010","Q1","1","Jan","5","25","Jan 25","Week 5"
"1122","2010-01-26","2010","Q1","1","Jan","5","26","Jan 26","Week 5"
"1123","2010-01-27","2010","Q1","1","Jan","5","27","Jan 27","Week 5"
"1124","2010-01-28","2010","Q1","1","Jan","5","28","Jan 28","Week 5"
"1125","2010-01-29","2010","Q1","1","Jan","5","29","Jan 29","Week 5"
"1126","2010-01-30","2010","Q1","1","Jan","5","30","Jan 30","Week 5"
"1127","2010-01-31","2010","Q1","1","Jan","6","31","Jan 31","Week 6"
"1128","2010-02-01","2010","Q1","2","Feb","1","1","Feb 1","Week 1"
"1129","2010-02-02","2010","Q1","2","Feb","1","2","Feb 2","Week 1"
"1130","2010-02-03","2010","Q1","2","Feb","1","3","Feb 3","Week 1"
"1131","2010-02-04","2010","Q1","2","Feb","1","4","Feb 4","Week 1"
"1132","2010-02-05","2010","Q1","2","Feb","1","5","Feb 5","Week 1"
"1133","2010-02-06","2010","Q1","2","Feb","1","6","Feb 6","Week 1"
"1134","2010-02-07","2010","Q1","2","Feb","2","7","Feb 7","Week 2"
"1135","2010-02-08","2010","Q1","2","Feb","2","8","Feb 8","Week 2"
"1136","2010-02-09","2010","Q1","2","Feb","2","9","Feb 9","Week 2"
"1137","2010-02-10","2010","Q1","2","Feb","2","10","Feb 10","Week 2"
"1138","2010-02-11","2010","Q1","2","Feb","2","11","Feb 11","Week 2"
"1139","2010-02-12","2010","Q1","2","Feb","2","12","Feb 12","Week 2"
"1140","2010-02-13","2010","Q1","2","Feb","2","13","Feb 13","Week 2"
"1141","2010-02-14","2010","Q1","2","Feb","3","14","Feb 14","Week 3"
"1142","2010-02-15","2010","Q1","2","Feb","3","15","Feb 15","Week 3"
"1143","2010-02-16","2010","Q1","2","Feb","3","16","Feb 16","Week 3"
"1144","2010-02-17","2010","Q1","2","Feb","3","17","Feb 17","Week 3"
"1145","2010-02-18","2010","Q1","2","Feb","3","18","Feb 18","Week 3"
"1146","2010-02-19","2010","Q1","2","Feb","3","19","Feb 19","Week 3"
"1147","2010-02-20","2010","Q1","2","Feb","3","20","Feb 20","Week 3"
"1148","2010-02-21","2010","Q1","2","Feb","4","21","Feb 21","Week 4"
"1149","2010-02-22","2010","Q1","2","Feb","4","22","Feb 22","Week 4"
"1150","2010-02-23","2010","Q1","2","Feb","4","23","Feb 23","Week 4"
"1151","2010-02-24","2010","Q1","2","Feb","4","24","Feb 24","Week 4"
"1152","2010-02-25","2010","Q1","2","Feb","4","25","Feb 25","Week 4"
"1153","2010-02-26","2010","Q1","2","Feb","4","26","Feb 26","Week 4"
"1154","2010-02-27","2010","Q1","2","Feb","4","27","Feb 27","Week 4"
"1155","2010-02-28","2010","Q1","2","Feb","5","28","Feb 28","Week 5"
"1156","2010-03-01","2010","Q1","3","Mar","1","1","Mar 1","Week 1"
"1157","2010-03-02","2010","Q1","3","Mar","1","2","Mar 2","Week 1"
"1158","2010-03-03","2010","Q1","3","Mar","1","3","Mar 3","Week 1"
"1159","2010-03-04","2010","Q1","3","Mar","1","4","Mar 4","Week 1"
"1160","2010-03-05","2010","Q1","3","Mar","1","5","Mar 5","Week 1"
"1161","2010-03-06","2010","Q1","3","Mar","1","6","Mar 6","Week 1"
"1162","2010-03-07","2010","Q1","3","Mar","2","7","Mar 7","Week 2"
"1163","2010-03-08","2010","Q1","3","Mar","2","8","Mar 8","Week 2"
"1164","2010-03-09","2010","Q1","3","Mar","2","9","Mar 9","Week 2"
"1165","2010-03-10","2010","Q1","3","Mar","2","10","Mar 10","Week 2"
"1166","2010-03-11","2010","Q1","3","Mar","2","11","Mar 11","Week 2"
"1167","2010-03-12","2010","Q1","3","Mar","2","12","Mar 12","Week 2"
"1168","2010-03-13","2010","Q1","3","Mar","2","13","Mar 13","Week 2"
"1169","2010-03-14","2010","Q1","3","Mar","3","14","Mar 14","Week 3"
"1170","2010-03-15","2010","Q1","3","Mar","3","15","Mar 15","Week 3"
"1171","2010-03-16","2010","Q1","3","Mar","3","16","Mar 16","Week 3"
"1172","2010-03-17","2010","Q1","3","Mar","3","17","Mar 17","Week 3"
"1173","2010-03-18","2010","Q1","3","Mar","3","18","Mar 18","Week 3"
"1174","2010-03-19","2010","Q1","3","Mar","3","19","Mar 19","Week 3"
"1175","2010-03-20","2010","Q1","3","Mar","3","20","Mar 20","Week 3"
"1176","2010-03-21","2010","Q1","3","Mar","4","21","Mar 21","Week 4"
"1177","2010-03-22","2010","Q1","3","Mar","4","22","Mar 22","Week 4"
"1178","2010-03-23","2010","Q1","3","Mar","4","23","Mar 23","Week 4"
"1179","2010-03-24","2010","Q1","3","Mar","4","24","Mar 24","Week 4"
"1180","2010-03-25","2010","Q1","3","Mar","4","25","Mar 25","Week 4"
"1181","2010-03-26","2010","Q1","3","Mar","4","26","Mar 26","Week 4"
"1182","2010-03-27","2010","Q1","3","Mar","4","27","Mar 27","Week 4"
"1183","2010-03-28","2010","Q1","3","Mar","5","28","Mar 28","Week 5"
"1184","2010-03-29","2010","Q1","3","Mar","5","29","Mar 29","Week 5"
"1185","2010-03-30","2010","Q1","3","Mar","5","30","Mar 30","Week 5"
"1186","2010-03-31","2010","Q1","3","Mar","5","31","Mar 31","Week 5"
"1187","2010-04-01","2010","Q2","4","Apr","1","1","Apr 1","Week 1"
"1188","2010-04-02","2010","Q2","4","Apr","1","2","Apr 2","Week 1"
"1189","2010-04-03","2010","Q2","4","Apr","1","3","Apr 3","Week 1"
"1190","2010-04-04","2010","Q2","4","Apr","2","4","Apr 4","Week 2"
"1191","2010-04-05","2010","Q2","4","Apr","2","5","Apr 5","Week 2"
"1192","2010-04-06","2010","Q2","4","Apr","2","6","Apr 6","Week 2"
"1193","2010-04-07","2010","Q2","4","Apr","2","7","Apr 7","Week 2"
"1194","2010-04-08","2010","Q2","4","Apr","2","8","Apr 8","Week 2"
"1195","2010-04-09","2010","Q2","4","Apr","2","9","Apr 9","Week 2"
"1196","2010-04-10","2010","Q2","4","Apr","2","10","Apr 10","Week 2"
"1197","2010-04-11","2010","Q2","4","Apr","3","11","Apr 11","Week 3"
"1198","2010-04-12","2010","Q2","4","Apr","3","12","Apr 12","Week 3"
"1199","2010-04-13","2010","Q2","4","Apr","3","13","Apr 13","Week 3"
"1200","2010-04-14","2010","Q2","4","Apr","3","14","Apr 14","Week 3"
"1201","2010-04-15","2010","Q2","4","Apr","3","15","Apr 15","Week 3"
"1202","2010-04-16","2010","Q2","4","Apr","3","16","Apr 16","Week 3"
"1203","2010-04-17","2010","Q2","4","Apr","3","17","Apr 17","Week 3"
"1204","2010-04-18","2010","Q2","4","Apr","4","18","Apr 18","Week 4"
"1205","2010-04-19","2010","Q2","4","Apr","4","19","Apr 19","Week 4"
"1206","2010-04-20","2010","Q2","4","Apr","4","20","Apr 20","Week 4"
"1207","2010-04-21","2010","Q2","4","Apr","4","21","Apr 21","Week 4"
"1208","2010-04-22","2010","Q2","4","Apr","4","22","Apr 22","Week 4"
"1209","2010-04-23","2010","Q2","4","Apr","4","23","Apr 23","Week 4"
"1210","2010-04-24","2010","Q2","4","Apr","4","24","Apr 24","Week 4"
"1211","2010-04-25","2010","Q2","4","Apr","5","25","Apr 25","Week 5"
"1212","2010-04-26","2010","Q2","4","Apr","5","26","Apr 26","Week 5"
"1213","2010-04-27","2010","Q2","4","Apr","5","27","Apr 27","Week 5"
"1214","2010-04-28","2010","Q2","4","Apr","5","28","Apr 28","Week 5"
"1215","2010-04-29","2010","Q2","4","Apr","5","29","Apr 29","Week 5"
